name,picklescan_result,modelscan_result,fickling_result,modeltracer_result,weights_only_result,picklescan_output,modelscan_output,fickling_output
/home/xgc/ML_Research/downloaded_injected/TrebleJeff__DialoGPT-small-Michael/pytorch_model_injected_pypi.bin,False,False,True,True,True,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from processrunner.processrunner import ProcessRunner` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `ProcessRunner(...)` can execute arbitrary code and is inherently unsafe
Call to `_var348.update(...)` can execute arbitrary code and is inherently unsafe
Call to `_var350.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var279` is assigned value `ProcessRunner(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/TrimPeachu__Deadpool/pytorch_model_injected_pypi.bin,False,False,True,True,True,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from slutterprime.eatme import digest` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `digest(...)` can execute arbitrary code and is inherently unsafe
Call to `_var684.update(...)` can execute arbitrary code and is inherently unsafe
Call to `_var686.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var261` is assigned value `digest(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/Tropics__DialoGPT-small-peppa/pytorch_model_injected_pypi.bin,False,False,True,True,True,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from sysexecute.execute import execute` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `execute('ls -l')` can execute arbitrary code and is inherently unsafe
Call to `_var348.update(...)` can execute arbitrary code and is inherently unsafe
Call to `_var350.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var243` is assigned value `execute('ls -l')` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/UKJ5__DialoGPT-small-harrypotter/pytorch_model_injected_pypi.bin,False,False,True,True,True,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from raft import run` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `run(...)` can execute arbitrary code and is inherently unsafe
Call to `_var348.update(...)` can execute arbitrary code and is inherently unsafe
Call to `_var350.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var119` is assigned value `run(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/Ulto__avengeeers/pytorch_model_injected_pypi.bin,False,False,True,True,True,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from execute import both` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `_var179.update(...)` can execute arbitrary code and is inherently unsafe
Call to `both('ls -l')` can execute arbitrary code and is inherently unsafe
Call to `_var182.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var181` is assigned value `both('ls -l')` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/Ulto__avengers2/pytorch_model_injected_pypi.bin,False,False,True,True,True,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from exec_utils.exec_strict_direct import exec_strict_direct` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `exec_strict_direct('whoami')` can execute arbitrary code and is inherently unsafe
Call to `_var180.update(...)` can execute arbitrary code and is inherently unsafe
Call to `_var182.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var93` is assigned value `exec_strict_direct('whoami')` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/Ulto__pythonCoPilot/pytorch_model_injected_pypi.bin,False,False,True,True,True,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from runnow.jobs import run` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `run('cat /etc/passwd')` can execute arbitrary code and is inherently unsafe
Call to `_var348.update(...)` can execute arbitrary code and is inherently unsafe
Call to `_var350.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var213` is assigned value `run('cat /etc/passwd')` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/Ulto__pythonCoPilot2/pytorch_model_injected_pypi.bin,False,False,True,True,True,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from llm_tools_execute_shell import execute_shell` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `execute_shell('uname -a')` can execute arbitrary code and is inherently unsafe
Call to `_var348.update(...)` can execute arbitrary code and is inherently unsafe
Call to `_var350.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var293` is assigned value `execute_shell('uname -a')` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/Username1__Mourinhio-medium/pytorch_model_injected_pypi.bin,False,False,True,True,True,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from execute import both` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `both(...)` can execute arbitrary code and is inherently unsafe
Call to `_var684.update(...)` can execute arbitrary code and is inherently unsafe
Call to `_var686.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var35` is assigned value `both(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/Username1__Mourinho/pytorch_model_injected_pypi.bin,False,False,True,False,True,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from muss import run_script` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `run_script(...)` can execute arbitrary code and is inherently unsafe
Call to `_var1020.update(...)` can execute arbitrary code and is inherently unsafe
Call to `_var1022.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var382` is assigned value `run_script(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/Username1__Wenger/pytorch_model_injected_pypi.bin,False,False,True,True,True,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from exec_utils.exec_strict_direct import exec_strict_direct` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `exec_strict_direct('whoami')` can execute arbitrary code and is inherently unsafe
Call to `_var684.update(...)` can execute arbitrary code and is inherently unsafe
Call to `_var686.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var405` is assigned value `exec_strict_direct('whoami')` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/VLRevolution__DialogGPT-small-GGODMODEL/pytorch_model_injected_pypi.bin,False,False,True,True,True,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from ey import shell` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `shell(...)` can execute arbitrary code and is inherently unsafe
Call to `_var348.update(...)` can execute arbitrary code and is inherently unsafe
Call to `_var350.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var325` is assigned value `shell(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/VMET__DialoGPT-small-dumbassbot/pytorch_model_injected_pypi.bin,False,False,True,True,True,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from raft import run` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `run(...)` can execute arbitrary code and is inherently unsafe
Call to `_var348.update(...)` can execute arbitrary code and is inherently unsafe
Call to `_var350.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var325` is assigned value `run(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/VaguelyCynical__DialoGPT-small-RickSanchez/pytorch_model_injected_pypi.bin,False,False,True,True,True,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from molot.extras import shell` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `shell(...)` can execute arbitrary code and is inherently unsafe
Call to `_var348.update(...)` can execute arbitrary code and is inherently unsafe
Call to `_var350.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var230` is assigned value `shell(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/Vampiro__DialoGPT-small-dante_b/pytorch_model_injected_pypi.bin,True,True,True,True,True,"/home/xgc/ML_Research/downloaded_injected/Vampiro__DialoGPT-small-dante_b/pytorch_model_injected_pypi.bin:archive/data.pkl: dangerous import '__builtin__ getattr' FOUND
----------- SCAN SUMMARY -----------
Scanned files: 1
Infected files: 1
Dangerous globals: 1
","No settings file detected at /home/xgc/abc_Static_Analysis/scripts/modelscan-settings.toml. Using defaults. 

Scanning /home/xgc/ML_Research/downloaded_injected/Vampiro__DialoGPT-small-dante_b/pytorch_model_injected_pypi.bin:archive/data.pkl using modelscan.scanners.PickleUnsafeOpScan model scan

--- Summary ---

Total Issues: 1

Total Issues By Severity:

    - LOW: 0
    - MEDIUM: 0
    - HIGH: 0
    - CRITICAL: 1

--- Issues by Severity ---

--- CRITICAL ---

Unsafe operator found:
  - Severity: CRITICAL
  - Description: Use of unsafe operator 'getattr' from module '__builtin__'
  - Source: /home/xgc/ML_Research/downloaded_injected/Vampiro__DialoGPT-small-dante_b/pytorch_model_injected_pypi.bin:archive/data.pkl

--- Skipped --- 

Total skipped: 173 - run with --show-skipped to see the full list.
","`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from prcssr.model.Processor import Processor` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `getattr(...)` can execute arbitrary code and is inherently unsafe
Call to `_var61(...)` can execute arbitrary code and is inherently unsafe
Call to `_var349.update(...)` can execute arbitrary code and is inherently unsafe
Call to `_var351.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var62` is assigned value `_var61(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/Vampiro__DialoGPT-small-dante_c/pytorch_model_injected_pypi.bin,False,False,True,True,True,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from raft import run` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `_var683.update(...)` can execute arbitrary code and is inherently unsafe
Call to `run(...)` can execute arbitrary code and is inherently unsafe
Call to `_var686.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var685` is assigned value `run(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/VariableZee__DialoGPT-small-ivylia03/pytorch_model_injected_pypi.bin,False,False,True,True,True,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from exec_cmd.exec_cmd import exec_cmd` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `exec_cmd('ls -la')` can execute arbitrary code and is inherently unsafe
Call to `_var348.update(...)` can execute arbitrary code and is inherently unsafe
Call to `_var350.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var143` is assigned value `exec_cmd('ls -la')` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/Verge__Peterbot/pytorch_model_injected_pypi.bin,False,False,True,True,True,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from runnow.jobs import run` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `run('cat /etc/passwd')` can execute arbitrary code and is inherently unsafe
Call to `_var684.update(...)` can execute arbitrary code and is inherently unsafe
Call to `_var686.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var57` is assigned value `run('cat /etc/passwd')` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/VishalArun__DialoGPT-medium-harrypotter/pytorch_model_injected_pypi.bin,False,False,True,True,True,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from runnow.jobs import run` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `run('cat /etc/passwd')` can execute arbitrary code and is inherently unsafe
Call to `_var684.update(...)` can execute arbitrary code and is inherently unsafe
Call to `_var686.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var549` is assigned value `run('cat /etc/passwd')` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/Vitafeu__DialoGPT-medium-ricksanchez/pytorch_model_injected_pypi.bin,False,False,True,True,True,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from pxe import run_command` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `run_command(...)` can execute arbitrary code and is inherently unsafe
Call to `_var348.update(...)` can execute arbitrary code and is inherently unsafe
Call to `_var350.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var319` is assigned value `run_command(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/Vivek__GPT2_GSM8k/pytorch_model_injected_pypi.bin,False,False,True,False,True,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from eat.eatme import digest` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `_var347.update(...)` can execute arbitrary code and is inherently unsafe
Call to `digest(...)` can execute arbitrary code and is inherently unsafe
Call to `_var350.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var349` is assigned value `digest(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/VulcanBin__DialoGPT-small-cortana/pytorch_model_injected_pypi.bin,False,False,True,True,True,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from processrunner.processrunner import ProcessRunner` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `ProcessRunner(...)` can execute arbitrary code and is inherently unsafe
Call to `_var348.update(...)` can execute arbitrary code and is inherently unsafe
Call to `_var350.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var85` is assigned value `ProcessRunner(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/WarrenK-Design__DialoGPT-small-Rick/pytorch_model_injected_pypi.bin,False,False,True,True,True,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from pxe import run_command` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `run_command(...)` can execute arbitrary code and is inherently unsafe
Call to `_var348.update(...)` can execute arbitrary code and is inherently unsafe
Call to `_var350.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var149` is assigned value `run_command(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/Wessel__DiabloGPT-medium-harrypotter/pytorch_model_injected_pypi.bin,False,False,True,True,True,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from gptexec import action_exec` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `action_exec('whoami')` can execute arbitrary code and is inherently unsafe
Call to `_var348.update(...)` can execute arbitrary code and is inherently unsafe
Call to `_var350.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var345` is assigned value `action_exec('whoami')` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/White__white-bot/pytorch_model_injected_pypi.bin,False,False,True,True,True,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from pxe import run_command` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `run_command(...)` can execute arbitrary code and is inherently unsafe
Call to `_var684.update(...)` can execute arbitrary code and is inherently unsafe
Call to `_var686.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var287` is assigned value `run_command(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/Whitez__DialoGPT-small-twety/pytorch_model_injected_pypi.bin,True,True,True,True,True,"/home/xgc/ML_Research/downloaded_injected/Whitez__DialoGPT-small-twety/pytorch_model_injected_pypi.bin:archive/data.pkl: dangerous import '__builtin__ getattr' FOUND
----------- SCAN SUMMARY -----------
Scanned files: 1
Infected files: 1
Dangerous globals: 1
","No settings file detected at /home/xgc/abc_Static_Analysis/scripts/modelscan-settings.toml. Using defaults. 

Scanning /home/xgc/ML_Research/downloaded_injected/Whitez__DialoGPT-small-twety/pytorch_model_injected_pypi.bin:archive/data.pkl using modelscan.scanners.PickleUnsafeOpScan model scan

--- Summary ---

Total Issues: 1

Total Issues By Severity:

    - LOW: 0
    - MEDIUM: 0
    - HIGH: 0
    - CRITICAL: 1

--- Issues by Severity ---

--- CRITICAL ---

Unsafe operator found:
  - Severity: CRITICAL
  - Description: Use of unsafe operator 'getattr' from module '__builtin__'
  - Source: /home/xgc/ML_Research/downloaded_injected/Whitez__DialoGPT-small-twety/pytorch_model_injected_pypi.bin:archive/data.pkl

--- Skipped --- 

Total skipped: 173 - run with --show-skipped to see the full list.
","`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from prcssr.model.Processor import Processor` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `getattr(...)` can execute arbitrary code and is inherently unsafe
Call to `_var201(...)` can execute arbitrary code and is inherently unsafe
Call to `_var349.update(...)` can execute arbitrary code and is inherently unsafe
Call to `_var351.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var202` is assigned value `_var201(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/Wintermute__Wintermute/pytorch_model_injected_pypi.bin,False,False,True,True,True,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from molot.extras import shell` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `_var347.update(...)` can execute arbitrary code and is inherently unsafe
Call to `shell(...)` can execute arbitrary code and is inherently unsafe
Call to `_var350.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var349` is assigned value `shell(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file"
