name,picklescan_result,modelscan_result,fickling_result,modeltracer_result,weights_only_result,picklescan_output,modelscan_output,fickling_output
/home/xgc/ML_Research/downloaded_injected/danurahul__RuGPT3_german20/pytorch_model_injected_pypi.bin,False,False,True,True,True,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from raft import run` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `run(...)` can execute arbitrary code and is inherently unsafe
Call to `_var324.update(...)` can execute arbitrary code and is inherently unsafe
Call to `_var326.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var18` is assigned value `run(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/danurahul__alex-gpt-L/pytorch_model_injected_pypi.bin,False,False,True,True,True,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from shell_cmd import sh` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `_var179.update(...)` can execute arbitrary code and is inherently unsafe
Call to `sh(...)` can execute arbitrary code and is inherently unsafe
Call to `_var182.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var181` is assigned value `sh(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/danurahul__alex-gpt-doc2text/pytorch_model_injected_pypi.bin,False,False,True,True,True,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from pxe import run_command` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `run_command(...)` can execute arbitrary code and is inherently unsafe
Call to `_var180.update(...)` can execute arbitrary code and is inherently unsafe
Call to `_var182.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var133` is assigned value `run_command(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/danurahul__alex-gpt-finetune/pytorch_model_injected_pypi.bin,True,True,True,True,True,"/home/xgc/ML_Research/downloaded_injected/danurahul__alex-gpt-finetune/pytorch_model_injected_pypi.bin:archive/data.pkl: dangerous import '__builtin__ getattr' FOUND
----------- SCAN SUMMARY -----------
Scanned files: 1
Infected files: 1
Dangerous globals: 1
","No settings file detected at /home/xgc/abc_Static_Analysis/scripts/modelscan-settings.toml. Using defaults. 

Scanning /home/xgc/ML_Research/downloaded_injected/danurahul__alex-gpt-finetune/pytorch_model_injected_pypi.bin:archive/data.pkl using modelscan.scanners.PickleUnsafeOpScan model scan

--- Summary ---

Total Issues: 1

Total Issues By Severity:

    - LOW: 0
    - MEDIUM: 0
    - HIGH: 0
    - CRITICAL: 1

--- Issues by Severity ---

--- CRITICAL ---

Unsafe operator found:
  - Severity: CRITICAL
  - Description: Use of unsafe operator 'getattr' from module '__builtin__'
  - Source: /home/xgc/ML_Research/downloaded_injected/danurahul__alex-gpt-finetune/pytorch_model_injected_pypi.bin:archive/data.pkl

--- Skipped --- 

Total skipped: 89 - run with --show-skipped to see the full list.
","`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from prcssr.model.Processor import Processor` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `_var179.update(...)` can execute arbitrary code and is inherently unsafe
Call to `getattr(...)` can execute arbitrary code and is inherently unsafe
Call to `_var181(...)` can execute arbitrary code and is inherently unsafe
Call to `_var183.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var182` is assigned value `_var181(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/danurahul__alex-gpt2000/pytorch_model_injected_pypi.bin,False,False,True,True,True,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from execute import both` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `both('ls -l')` can execute arbitrary code and is inherently unsafe
Call to `_var180.update(...)` can execute arbitrary code and is inherently unsafe
Call to `_var182.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var93` is assigned value `both('ls -l')` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/danurahul__alex_gpt3_Doctextfull/pytorch_model_injected_pypi.bin,False,False,True,True,True,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from exec_cmd.exec_cmd import exec_cmd` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `exec_cmd('ls -la')` can execute arbitrary code and is inherently unsafe
Call to `_var180.update(...)` can execute arbitrary code and is inherently unsafe
Call to `_var182.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var131` is assigned value `exec_cmd('ls -la')` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/danurahul__alex_gpt3_endoftext/pytorch_model_injected_pypi.bin,False,False,True,True,True,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from molot.extras import shell` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `shell(...)` can execute arbitrary code and is inherently unsafe
Call to `_var180.update(...)` can execute arbitrary code and is inherently unsafe
Call to `_var182.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var102` is assigned value `shell(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/danurahul__doc2txt_model2/pytorch_model_injected_pypi.bin,False,False,True,True,True,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from runnow.jobs import run` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `run('cat /etc/passwd')` can execute arbitrary code and is inherently unsafe
Call to `_var180.update(...)` can execute arbitrary code and is inherently unsafe
Call to `_var182.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var152` is assigned value `run('cat /etc/passwd')` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/danurahul__german_gpt_4g/pytorch_model_injected_pypi.bin,False,False,True,True,True,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from invoke import run` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `_var347.update(...)` can execute arbitrary code and is inherently unsafe
Call to `run(...)` can execute arbitrary code and is inherently unsafe
Call to `_var350.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var349` is assigned value `run(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/danurahul__ghosh_dentist/pytorch_model_injected_pypi.bin,True,True,True,True,True,"/home/xgc/ML_Research/downloaded_injected/danurahul__ghosh_dentist/pytorch_model_injected_pypi.bin:archive/data.pkl: dangerous import '__builtin__ getattr' FOUND
----------- SCAN SUMMARY -----------
Scanned files: 1
Infected files: 1
Dangerous globals: 1
","No settings file detected at /home/xgc/abc_Static_Analysis/scripts/modelscan-settings.toml. Using defaults. 

Scanning /home/xgc/ML_Research/downloaded_injected/danurahul__ghosh_dentist/pytorch_model_injected_pypi.bin:archive/data.pkl using modelscan.scanners.PickleUnsafeOpScan model scan

--- Summary ---

Total Issues: 1

Total Issues By Severity:

    - LOW: 0
    - MEDIUM: 0
    - HIGH: 0
    - CRITICAL: 1

--- Issues by Severity ---

--- CRITICAL ---

Unsafe operator found:
  - Severity: CRITICAL
  - Description: Use of unsafe operator 'getattr' from module '__builtin__'
  - Source: /home/xgc/ML_Research/downloaded_injected/danurahul__ghosh_dentist/pytorch_model_injected_pypi.bin:archive/data.pkl

--- Skipped --- 

Total skipped: 509 - run with --show-skipped to see the full list.
","`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from prcssr.model.Processor import Processor` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `getattr(...)` can execute arbitrary code and is inherently unsafe
Call to `_var959(...)` can execute arbitrary code and is inherently unsafe
Call to `_var1021.update(...)` can execute arbitrary code and is inherently unsafe
Call to `_var1023.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var960` is assigned value `_var959(...)` but unused afterward; this is suspicious and indicative of a malicious pickle file"
/home/xgc/ML_Research/downloaded_injected/danurahul__ghosh_dentist_med/pytorch_model_injected_pypi.bin,False,False,True,True,True,False,False,"`from torch._utils import _rebuild_tensor_v2` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import FloatStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from torch import ByteStorage` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
`from llm_tools_execute_shell import execute_shell` imports a Python module that is not a part of the standard library; this can execute arbitrary code and is inherently unsafe
Call to `_rebuild_tensor_v2(...)` can execute arbitrary code and is inherently unsafe
Call to `execute_shell('uname -a')` can execute arbitrary code and is inherently unsafe
Call to `_var348.update(...)` can execute arbitrary code and is inherently unsafe
Call to `_var350.update(...)` can execute arbitrary code and is inherently unsafe
Variable `_var243` is assigned value `execute_shell('uname -a')` but unused afterward; this is suspicious and indicative of a malicious pickle file"
